doc_id,true_member_id,true_auth_id,form_type,extracted_first_name,extracted_last_name,extracted_dob,extracted_ssn4,extracted_member_id_on_form,extracted_auth_number,provider_name,provider_npi,source_channel,sender_fax_number,quality_score,is_readable,error_type
d488a8c0-3d78-4488-a713-887f81281e26,c591ce2d-c050-4f45-ab3e-f66e9f5dae39,f9161d8b-8486-4afc-b4ef-305f605d2a8c,prior_auth_form,Carolyn,Flores,1974-30-10,4768,c591ce2d-c050-4f45-ab3e-f66e9f5dae39,AUTH-2026-002741,"Dr. Karen Patel, MD",8942786395,upload,,0.9,True,transposed_dob
d333d573-75b7-47b1-8e79-dbdba494c553,04bfeee6-95e2-4877-bdd5-61b5a1e98d7b,4df63b1f-b8f1-4cb3-9edd-2c006ee39e15,prior_auth_form,Steven,McCnnell,1956-02-10,2406,04bfeee6-95e2-4877-bdd5-61b5a1e98d7b,,"Dr. Ahmed Chen, DO",8823991876,upload,,0.76,True,name_variant
7fe9d74b-84b5-469f-ab9a-2815e0624eaa,e8a9eb54-ea49-4e31-bc66-a34255713e7a,4ee5ad9e-bd4a-4e79-99dc-71c3272f8896,prior_auth_form,John,Hughes,1967-07-27,5427,,AUTH-2026-000705,"Dr. Michael Clark, MD",8949071459,fax,5423256199,0.83,True,none
5db3e723-7732-4b05-b219-f276dbad4e09,b284c4f3-3235-4b26-9b47-42ef376603ec,3a508b76-b390-4e42-871d-ca01fe58e1d0,prior_auth_form,Kimberly,Rodriguez,2009-05-31,,b284c4f3-3235-4b26-9b47-42ef376603ec,AUTH-2026-001866,"Dr. Ana Chen, MD",5214902868,electronic,,0.99,True,none
76f96429-9214-45af-a5ca-4ef65d0d72af,82d233fc-f9fc-4561-8239-4e80d3eac0ae,537474f9-f573-4018-a028-c2edc0b76174,imaging_report,Alexander,Foster,1993-03-01,,,,"Dr. Hiroshi Rodriguez, MD",6447636222,electronic,,0.84,True,none
dd87d1d1-fb0b-4d42-bd6f-35e6e1a82cd7,b6f935a9-d11d-42c8-aab0-91bcbb80ee66,,clinical_note,Laura,Ruiz,1983-10-17,6158,b6f935a9-d11d-42c8-aab0-91bcbb80ee66,,"Dr. Priya Kim, DO",9802910709,fax,6879691582,0.75,True,none
f51d04e9-5cd6-4c55-baa5-7da81a824609,d3766fd8-9bd4-4eb9-bb33-948704736683,a405169d-35a0-4d0f-be34-e153968ac984,imaging_report,Susan,Martin,1971-06-23,1395,d3766fd8-9bd4-4eb9-bb33-948704736683,,"Dr. Christopher Moore, MD",4962122987,mail,,0.99,True,none
3cca2374-0600-41c8-8a45-cb71f423fcb0,41d83a35-386e-4042-b18a-2c0e47411c6c,abb20dd7-a1be-4ec7-8462-19dfb3732baf,prior_auth_form,Timothy,Harris,1957-03-03,5618,,AUTH-2026-001624,"Dr. Lisa Singh, DO",3381419599,fax,2498533428,0.83,True,none
d7cdb81d-d11f-4259-9397-17e6999ea65c,a518b74a-f376-4a5e-b2ab-b32fe71c6e16,a562b004-1c2b-4c0b-857f-ca170a71479c,lab_result,Brandon,Brooks,1972-07-08,7227,a518b74a-f376-4a5e-b2ab-b32fe71c6e16,AUTH-2026-002968,"Dr. Ana Martinez, MD",3329341321,fax,4616454870,0.96,True,none
cac3e3d7-59ad-49c0-8790-4454eefc61e4,4aa43e58-5268-4d99-be31-7dce8d13d5cc,,prior_auth_form,Monique,Murphy,1968-07-25,9153,4aa43e58-5268-4d99-be31-7dce8d13d5cc,,"Dr. Priya Clark, MD",5122249031,fax,6563742217,0.86,True,none
d0a821a9-0e0f-49b5-89e3-6f2321d9357b,81910c26-8ffd-4862-9610-47dfe029e658,c1549bef-845b-4d47-b021-1b02f4b6063b,prior_auth_form,Paul,McDonald,1964-12-05,,81910c26-8ffd-4862-9610-47dfe029e658,AUTH-2026-000515,"Dr. Fatima Clark, MD",3848475240,fax,2252125479,0.85,True,missing_ssn4
38d8491d-0c67-4055-b97d-b406c9fca1d3,17795df3-2b27-469a-a0a0-7056cfaf196e,7abb0d18-84fc-4481-8f72-f2ea4902b607,prior_auth_form,Hiroshi,Grreen,1994-12-25,2794,17795df3-2b27-469a-a0a0-7056cfaf196e,,"Dr. Maria Ivanov, MD",8584013581,fax,8183369196,0.89,True,name_variant
0122385c-ab4d-4db9-bf90-d3646f13fe03,5b402923-9faf-417e-ae46-1aee9086d5c7,bcaec674-2ae3-4ea2-8fab-3eadc0e9db3a,prior_auth_form,Pamela,Yong,1986-06-04,1357,,AUTH-2026-000686,"Dr. Christopher Rodriguez, MD",6343783152,electronic,,0.87,True,name_variant
71d229db-26c7-48cc-a684-69207cf4e33e,e1e60b6b-3f07-42c3-a11a-0ecd899688e2,8aee7c2d-f51a-434d-bf7d-086824136f35,prior_auth_form,Jerry,Cook,1984-04-20,2108,,AUTH-2026-000597,"Dr. Christopher Rodriguez, MD",9741051158,fax,5147705722,0.73,True,none
97be7bb4-583f-4228-a1fc-a3b09488ac11,c8a371ef-bed4-4045-acb8-4a9b962bf08a,d7e9786d-9b78-4e97-adf4-02f1a6f21987,lab_result,Rosa,Perez,1977-04-19,3831,c8a371ef-bed4-4045-acb8-4a9b962bf08a,,"Dr. David Clark, MD",5322831273,electronic,,0.8,True,none
a3dcb46c-eb7b-43fb-bda1-ca631176f0f3,1e95cb51-8736-4f6e-88e8-438f098ae53e,626ccbc7-d018-4559-9ef6-c618434e0792,prior_auth_form,Emma,De  La Cruz,1982-10-15,8901,,,"Dr. Richard Muller, DO",2045363279,fax,2037188187,0.92,True,name_variant
4a0586dc-8f03-4447-bd58-1f536fc18b4e,10c0701e-d5d6-4f29-84ff-79de06d60a97,f3c8da1b-4659-4518-81a0-84098073a1e3,imaging_report,Nancy,Powell,1987-09-22,1192,,,"Dr. William Jones, MD",2312300417,fax,4839807335,0.9,True,none
cd37d6ed-9da1-42e7-8525-fdcfc7b6a172,e4fda0e6-88cd-4049-9240-48708f65b582,516dd9fc-d11e-4d8e-8184-0ddab5379ca0,clinical_note,Samantha,Sanders,1975-09-14,6070,,AUTH-2026-001636,"Dr. Jennifer Nakamura, MD",9962516865,upload,,0.85,True,none
66f53a98-1fd3-4a06-8d25-3e48cb0e97d5,a3eb7273-c455-4952-a56b-5ba4af4dc5b5,,imaging_report,Michelle,Lewis,1966-04-15,1621,a3eb7273-c455-4952-a56b-5ba4af4dc5b5,,"Dr. Elizabeth Park, MD",2692848913,fax,4439471976,0.84,True,none
a17a30be-428c-4987-87e9-1ffc3325c768,93bc8f51-c07a-4282-a177-93f300558f6c,06a21aa2-9aeb-44f3-af3d-fac9084f47f1,prior_auth_form,Thomas,Ramos,1966-06-19,8337,,,"Dr. Sergei Kim, MD",3550778341,fax,6928136067,0.92,True,none
cb1b9765-9ab1-4e29-9616-1a16f158c5fa,a7b2d24a-5a62-4ace-b86f-9c4b1309ac5d,,clinical_note,Imani,Ross,1958-12-18,5031,a7b2d24a-5a62-4ace-b86f-9c4b1309ac5d,,"Dr. Thomas Lewis, MD",6538273381,upload,,0.85,True,none
e9441655-8cc5-4c47-80f0-8126ec743e53,66d10b5f-775d-4b0e-b6c8-8de60d2a7daa,0a8d99c4-972e-4070-8f1f-c174603bbaa2,clinical_note,Carolyn,Lopez,1986-04-05,4226,,AUTH-2026-000165,"Dr. Fatima Brown, DO",8062761823,fax,7246726032,0.84,True,none
0377cdc1-0497-4d71-910d-6799cf1c0fc3,7128bcca-46fe-43ab-b96f-2a4755ef3445,8c06c10f-9469-4daa-a23a-31c39a5c0768,clinical_note,Susan,McDonald,1965-09-29,,,,"Dr. Hiroshi Smith, MD",7935945858,fax,8787758185,0.89,True,none
a57c3c74-62c9-4a89-9da7-7d5ddf137f4e,62dc10ec-50e6-405b-9cf7-31483ac61a36,52aaa1f0-58d7-4f70-871f-4c9ee8166a68,clinical_note,Kevin,Morales,1980-02-08,8037,62dc10ec-50e6-405b-9cf7-31483ac61a36,,"Dr. Hiroshi Smith, MD",9679509861,electronic,,0.81,True,none
7d2c8ef4-96d6-492b-9367-f798370fe393,b4b2ebd7-0128-4705-a52a-4f6366a2fec6,04b97d5b-6a21-4a2a-98d9-b3f5200f861c,lab_result,Ashley,Thompson,1980-07-06,8021,,AUTH-2026-001808,"Dr. Raj Lewis, MD",7469349958,fax,7679731489,0.84,True,transposed_dob
293bc820-6e05-4d2e-bbd7-0ff766e66c3d,5b173600-ac36-48f2-badd-0c869ace092a,2b85f6a4-04b2-4aa1-a6fd-0b2eef7b5855,discharge_summary,Imani,O'Neill,1985-08-27,5315,5b173600-ac36-48f2-badd-0c869ace092a,AUTH-2026-002752,"Dr. Michael Clark, DO",6827279823,electronic,,0.88,True,none
3ea15e53-2920-4446-b560-6d3d1db985ae,6a149f59-7087-40aa-92fb-8bde93a8814c,,lab_result,Campbell,Carolyn,1984-08-24,4926,,,"Dr. Susan Nakamura, MD",8543897337,fax,8169964890,0.82,True,swapped_names
213cba81-7fa3-4907-93ab-ee4ccfe04dfd,dbff4952-f430-4d6f-8a15-b3c099761953,725e01c7-3e91-4af4-ab4f-48a666649984,lab_result,Deborah,Mitchell,1984-12-04,4740,,AUTH-2026-002048,"Dr. Lisa Shah, MD",4457157848,electronic,,0.83,True,none
8fdff845-1a16-4ef6-9d5c-33b3d008ef0b,ddbc799c-dc64-4b01-a872-aaa993efc9a2,08ac7b19-f0d6-424b-8df0-10a713f19bb4,prior_auth_form,Justin,Adams,1986-12-22,8837,ddbc799c-dc64-4b01-a872-aaa993efc9a2,AUTH-2026-000318,"Dr. Nancy Muller, DO",3658564061,upload,,0.89,True,none
dc119459-44b4-4d3d-a2b3-da6ee8e68ae7,57a6cf4a-e13a-4b38-a57b-726d36264865,26ec1860-f2d8-4dad-839a-a580294fa669,imaging_report,Dante,Patel,1973-01-12,3620,,,"Dr. Ahmed Taylor, MD",7960151550,upload,,0.08,False,transposed_dob
ad0e2048-0ee4-4ce0-a1ae-38543836d20e,a5b3984f-8c6b-4d4e-84bd-f8a1ab160a43,96338623-420f-4e03-b274-397e28af19c2,discharge_summary,Andrew,Sanchez,1970-01-02,1500,a5b3984f-8c6b-4d4e-84bd-f8a1ab160a43,AUTH-2026-001697,"Dr. Raj Park, MD",2951346321,electronic,,0.86,True,none
c5f13d20-2df4-46bc-abdd-d842f1557b7f,c3daee67-29e7-4c85-817f-45a58e2cc825,a7a9bb0a-09b2-4cab-b313-0af2481a6837,clinical_note,Terrence,Rivera,1971-01-02,,c3daee67-29e7-4c85-817f-45a58e2cc825,AUTH-2026-000750,"Dr. Wei Ivanov, MD",3814039537,fax,5717206598,0.65,True,missing_ssn4
05b48190-ef24-4dc0-9882-f6f4883d9fe5,c0f232d2-d63e-40b1-a422-68ae2476f43d,838929ee-f569-4da8-a947-55df449dbb75,lab_result,Rebecca,Flores,1956-03-21,8848,,AUTH-2026-001320,"Dr. Susan Wilson, MD",3138262335,mail,,0.9,True,none
051caaba-a5a9-4c59-9323-7e515ad789ce,4afec043-93fa-43a6-b3ab-59d54f1c0dc2,30674b73-b5da-49e1-b88a-1bfe55aee436,imaging_report,James,Carmen,1977-10-10,6305,4afec043-93fa-43a6-b3ab-59d54f1c0dc2,,"Dr. Sarah Patel, MD",8631522247,fax,8668802753,0.83,True,swapped_names
d6e457af-7eab-417d-9dde-a217f6c193ef,9d6d0fcd-0807-4928-8677-d72f4f05cf32,5489e330-0c0a-49cd-a053-f0e359cd08cf,clinical_note,Benjamin,Gutierrez,1983-12-07,,9d6d0fcd-0807-4928-8677-d72f4f05cf32,AUTH-2026-001030,"Dr. Fatima Jones, DO",4229851874,fax,7477994197,0.19,False,missing_ssn4
26b2c644-4fa6-4a39-a406-fa27bd7e998a,0d024ec0-cab2-4060-819b-eb4404b9a2b2,,clinical_note,Maria,Lopes,1973-12-05,6535,0d024ec0-cab2-4060-819b-eb4404b9a2b2,,"Dr. Christopher Tanaka, MD",2900706092,electronic,,0.92,True,name_variant
78b0327c-3953-4f44-9f42-a4f585b98a1f,e9f76560-014f-4890-9cc5-b833ff86ac3a,,prior_auth_form,Robert,Moore,1966-04-03,3595,e9f76560-014f-4890-9cc5-b833ff86ac3a,,"Dr. James Clark, MD",1769534424,fax,3232958923,0.69,True,none
ae7962aa-e907-4eb0-b9cc-420a325aba1f,28c670b2-3318-4873-a3d9-29c3de9cbd8e,441651f7-9705-4a74-bca2-23cad800759b,clinical_note,Hughes,Carlos,1963-11-17,3454,,AUTH-2026-002061,"Dr. Karen Nakamura, MD",8745802912,fax,9309077736,0.71,True,swapped_names
17c48f71-7f17-47a9-9185-e7a76b23efbc,6367c6e1-0918-41da-9baf-2ee5d6287589,,prior_auth_form,Brandon,Ward,1980-06-17,9651,6367c6e1-0918-41da-9baf-2ee5d6287589,,"Dr. Jennifer Singh, MD",7613747328,upload,,0.8,True,none
90f13e92-c963-48e2-ab6a-87ca3093a0f2,2c358f14-81da-4888-a01d-8a2af03bf12a,71e8012a-3e87-49c3-96b3-1203f53139ee,prior_auth_form,Joseph,Carter,1954-22-06,2226,2c358f14-81da-4888-a01d-8a2af03bf12a,AUTH-2026-002973,"Dr. Raj Moore, MD",4619800140,fax,2255809189,0.84,True,transposed_dob
a93669a9-c021-46df-9d88-5dda502c07b2,4a8c01e6-fda0-40e9-b40d-08dde8f23fc6,,clinical_note,Fatima,Kelly,1982-04-18,7367,4a8c01e6-fda0-40e9-b40d-08dde8f23fc6,,"Dr. Wei Taylor, DO",6916008903,upload,,0.81,True,noise
3d62eed5-aee4-4406-a85b-37e907bfec12,98dbef82-0999-459b-87c9-638e11f347d0,394794db-204b-498b-99ab-012f1e0d20ee,prior_auth_form,Reed,Hiroshi,1985-08-27,8970,98dbef82-0999-459b-87c9-638e11f347d0,,"Dr. Robert White, DO",3842576217,electronic,,0.95,True,swapped_names
e9e50138-2a29-4013-86f7-59fec2041a1d,efe66cea-c28a-482b-a91f-b5d66458ad47,,prior_auth_form,Fatima,Anderson,1987-08-10,7147,efe66cea-c28a-482b-a91f-b5d66458ad47,,"Dr. Richard Brown, MD",2867430033,fax,3719021511,0.78,True,transposed_dob
50b7c83a-cec9-4c12-8df1-878c30868469,4ecc09d8-5f31-47e5-a899-cc494e25a979,9c5de867-ce32-4f05-9273-6a2e718d0316,prior_auth_form,Jack,White,2002-24-07,1806,4ecc09d8-5f31-47e5-a899-cc494e25a979,AUTH-2026-002057,"Dr. William Thompson, MD",6258777951,electronic,,0.86,True,transposed_dob
cad14215-8826-4cd6-b375-aab97a2d9268,8cc25221-7d96-47e7-b995-c183bfd21dfe,,lab_result,Yuki,MacArthur,2003-03-02,4904,,,"Dr. Ahmed Rodriguez, MD",6426648283,fax,7947037648,0.81,True,none
e094dba3-46d7-46f4-8fc7-cb44bea0b06c,4a3de7fe-09e1-4558-a605-ee3cfa738036,e3c3d026-72c0-4d1f-bf76-1404ce551a25,clinical_note,Brandon,Evans,2013-06-29,0368,,,"Dr. Elizabeth Kim, MD",3158224494,upload,,0.85,True,none
d5b98809-f3fd-49ba-94b9-d637ccf56385,e62ff0c5-3df5-46eb-9a02-d6faa50e02e3,076d4420-517c-4d4f-ad22-7100925e99c4,prior_auth_form,Alejandro,Del Rosario,1979-09-23,,,AUTH-2026-002389,"Dr. Linda Thompson, MD",4204554350,fax,2089634461,0.84,True,missing_ssn4
76460a4c-33f4-47b9-b076-3ea924d4792b,d3ec2420-00b4-4b9b-b1d2-6c75b2b53920,9919b33b-3760-4c1f-84b2-8cac5fe57893,imaging_report,Miller,Marcus,1952-06-13,0459,d3ec2420-00b4-4b9b-b1d2-6c75b2b53920,,"Dr. Elizabeth Rodriguez, DO",5878674258,electronic,,0.8,True,swapped_names
00549d8d-821f-4b16-b9c3-d210c0861362,ed2a0fbb-f17e-4ae4-8236-1de5cb9d0942,f06d67e9-ff71-46f8-8661-1edfbd2af69a,clinical_note,Kathleen,O'Sullivan,1991-01-15,9405,,,"Dr. Joseph Brown, MD",5087514172,electronic,,0.81,True,none
1c0d4e85-1e1b-485e-83ee-1e909b286cd4,ac16e5eb-6743-4919-bac4-4d8c482f4ad1,081892e7-0876-42ad-8f29-c00d034a709a,lab_result,Jennifer,Wright,1981-06-24,,ac16e5eb-6743-4919-bac4-4d8c482f4ad1,AUTH-2026-002733,"Dr. Joseph Davis, MD",7841449994,fax,9079482300,0.75,True,missing_ssn4
91d2e82d-7003-43ff-9eb0-47284cea6942,7128bcca-46fe-43ab-b96f-2a4755ef3445,9947d979-50e8-4800-be59-09607b3aaf13,clinical_note,Susan,McDonald,1965-29-09,,7128bcca-46fe-43ab-b96f-2a4755ef3445,,"Dr. Linda Nakamura, MD",3861024122,electronic,,0.91,True,transposed_dob
79b092f3-68b5-42d9-9676-cdf15119707a,11af0496-96d4-41f8-a90d-7678234d531f,e44dd666-f903-4089-9ded-43349b4ad428,clinical_note,Collins,Susan,1964-06-14,6736,,AUTH-2026-002444,"Dr. Michael Davis, MD",9463835324,upload,,0.71,True,swapped_names
41a86acb-6dcb-4ce4-969c-4095edb4ce80,e2b49b8e-dc7f-4d1e-9697-fc79b6fce249,aad6c2e5-3a36-4dd6-b0dc-6666579bafbb,clinical_note,Jason,Watson,1988-12-12,1646,e2b49b8e-dc7f-4d1e-9697-fc79b6fce249,,"Dr. Robert Patel, MD",2130935881,fax,6364286625,0.81,True,none
17840caf-7942-4c8c-8c1b-7843ae361cfa,912250a8-e5e4-4b49-b5b2-217d0a7406c5,e411178b-fc75-4165-88bd-0ef81d2d99c0,prior_auth_form,Jeffrey,Nguyen,1968-07-08,0640,912250a8-e5e4-4b49-b5b2-217d0a7406c5,AUTH-2026-002836,"Dr. Elizabeth Harris, MD",7831292058,fax,5544722841,0.77,True,none
c354e24c-7509-4cf0-a347-804d83f2eabb,875118d3-af79-4158-b101-b1a0fa4e02bd,,imaging_report,Marcus,Flores,1991-05-12,0456,,,"Dr. Mei Thompson, MD",6235255496,upload,,0.9,True,none
64752c4a-a311-48e0-a60f-590687af3f85,a6fa24fd-c1f3-41dc-bfb6-7b4e038555a4,,prior_auth_form,Matthew,Thompson,1987-07-04,2759,a6fa24fd-c1f3-41dc-bfb6-7b4e038555a4,,"Dr. Thomas Anderson, MD",7188953995,fax,5335405896,0.84,True,none
2512b431-1278-46c7-8900-3c1dc6b3e3fd,88f9c04f-9734-4cd0-ae28-5e598f3613fd,5a39d53d-98d0-4d3d-99dd-9b0cff20a197,discharge_summary,Maria,Van Der Berg,1986-04-30,2474,88f9c04f-9734-4cd0-ae28-5e598f3613fd,AUTH-2026-000383,"Dr. Raj Shah, DO",9352422765,fax,2069566438,0.9,True,none
605cd00e-3c97-4de0-8b40-4f964b720596,5780225f-7a73-4345-bf25-80934c71d1d8,2fe895fc-bc0a-4f7f-9bdd-63901cda735d,clinical_note,Robert,Murphy,1993-06-27,7023,,AUTH-2026-000121,"Dr. Patricia Patel, MD",3462724281,electronic,,0.8,True,none
7b0f52b3-21c3-43fc-9733-f041b6f87ea6,651c5620-ae32-41d0-a511-5f0f6b5dc8c4,c1f2a30e-cf18-4bb7-b9ce-0b1978d8fdcb,prior_auth_form,Stephanie,Cambell,1957-05-06,4920,,AUTH-2026-000396,"Dr. Sarah Anderson, MD",8493565281,electronic,,0.79,True,name_variant
aaf25f4d-e5e0-4c6b-aabe-5785f6325058,5cdc8c43-18fa-4369-b823-e7fdfb6f4da2,3435d47b-246c-45cd-815e-eba3ab99df44,clinical_note,Elizabeth,Parker,1986-02-25,,,AUTH-2026-002137,"Dr. Sarah Tanaka, MD",4918090406,fax,5227251117,0.11,False,low_quality
dd99b403-111d-472b-9d9a-eb40c3aaf2d8,9db1a952-be39-47e9-bf6f-91556ef0d0b2,2ef39893-7761-427b-a1f8-629f95910ce4,imaging_report,Eric,Richardson,1982-05-04,6387,9db1a952-be39-47e9-bf6f-91556ef0d0b2,AUTH-2026-000690,"Dr. Ana Ivanov, MD",4718978163,electronic,,0.97,True,none
a0da60ff-1714-46f9-9977-9efea8f1a68f,c0f232d2-d63e-40b1-a422-68ae2476f43d,838929ee-f569-4da8-a947-55df449dbb75,prior_auth_form,Helen,Alvarez,1996-11-11,6168,c0f232d2-d63e-40b1-a422-68ae2476f43d,,"Dr. Susan Wilson, MD",3138262335,upload,,0.92,True,noise
5ed7b534-9001-498f-b4e0-b51ee7a24bef,99c9fe74-bbea-4534-b1e0-19819400ba26,29216607-c483-4d14-b41e-cb0eda404352,lab_result,Ashley,Jones,1967-09-09,1644,,,"Dr. William Gupta, MD",7944924553,fax,2555866108,0.78,True,none
b99cab90-2d31-4364-8bcc-99ba876e2598,21e232af-c1b5-4cc3-a81d-c4325d8eb31e,d9117427-7c17-43bc-88a9-7514f6652f00,prior_auth_form,Carol,Brrooks,1955-09-08,9365,,AUTH-2026-002046,"Dr. Sarah Patel, MD",1395603461,fax,3908411897,0.88,True,name_variant
d2d31b9d-25a9-4f5b-981f-97abc650bc34,a7aa6305-1d60-48cc-b6f1-9d2787d411a7,,imaging_report,George,Gonzalez,1960-02-25,1953,a7aa6305-1d60-48cc-b6f1-9d2787d411a7,,"Dr. Joseph White, MD",7806157595,fax,2467999954,0.76,True,none
f9399d2b-cdea-4427-8880-1546aab1a5b9,42d7fc2a-c19b-40bc-8574-31eab4e7fd70,a6a08d23-80ad-4b0e-a05e-f6975d9979e4,imaging_report,Carolyn,Ramos,1980-04-11,,,AUTH-2026-000232,"Dr. Sarah Brown, MD",8034135302,fax,7208503420,0.87,True,missing_ssn4
6c186769-588c-4928-8e8b-5ef679a5ff42,8a0db67e-382f-4697-a3bc-97d7213e2e84,12b05f78-6ea9-4667-9f9a-40665c3f20e8,prior_auth_form,Betty-Lou,Jonson,1998-02-05,5544,,,"Dr. Nancy Martinez, MD",8486280818,fax,7259858923,0.82,True,name_variant
a95d0fd3-a429-4ab8-bb7b-e8e30f06a6ef,0308e1f1-c493-47ad-adef-8f9559d5c8b9,,prior_auth_form,Lisa,Reed,1975-11-17,4729,0308e1f1-c493-47ad-adef-8f9559d5c8b9,,"Dr. Elizabeth Shah, DO",4849261178,electronic,,0.87,True,none
48ae0977-287a-463e-a1ba-b43d83ee19d5,5e35f28a-62d3-44b2-822a-2373fdbe315e,6e1c1408-0f62-464e-8940-674b399dc485,clinical_note,Raymond,Edwards,1984-06-28,,,AUTH-2026-000467,"Dr. Jennifer Brown, MD",9962581582,upload,,0.8,True,missing_ssn4
904049ae-88b4-4499-9793-32807847985f,1c047120-4c42-493e-8a44-1e31d55ae9a7,33049f6e-7cab-49a5-9f73-6ebd39bbc3fe,imaging_report,Richard,Harris,1995-01-15,7772,1c047120-4c42-493e-8a44-1e31d55ae9a7,,"Dr. David Brown, MD",2336223093,electronic,,0.68,True,none
b6aada5b-399f-4fe8-9847-33c7ed3d045e,ffd09231-fe1e-4f45-a8f5-151ac9cb54c1,6ef4b8ff-b697-46e6-a4a7-a5df2eb630a2,clinical_note,Lisa,Ramirez,1975-10-18,,ffd09231-fe1e-4f45-a8f5-151ac9cb54c1,AUTH-2026-000508,"Dr. Nancy Park, MD",9674159685,fax,6374721470,0.79,True,none
780b0818-321e-4a31-8a66-22953151dc52,4d35d5fb-92b2-47f7-ab04-de444dfb3920,55bb5d33-a62d-477e-9fb2-a6a3ff142557,prior_auth_form,Charles,Gonzalez,1969-04-21,,,AUTH-2026-001847,"Dr. William Anderson, DO",3247020013,fax,9096735573,0.88,True,none
60bd297d-a5aa-4e17-8f22-818a0a3967f9,b8bc0bcd-e393-4fc9-9c99-b2c5d11515eb,3a68ffae-3698-4070-9f3a-8fc73cdf2b6d,imaging_report,Edward,Ward,1990-06-14,8666,b8bc0bcd-e393-4fc9-9c99-b2c5d11515eb,,"Dr. Mei Rodriguez, MD",1690528328,fax,9742286494,0.87,True,name_variant
1caa02f9-314c-40e6-b453-4150cc5b87c6,4b98992d-ed6f-4d64-9d0f-933b5d6dba00,9adc4381-c525-49f5-8679-d2c643d94b5b,clinical_note,Jonathan,Philips,1998-07-14,0664,4b98992d-ed6f-4d64-9d0f-933b5d6dba00,AUTH-2026-000898,"Dr. Carlos Kim, MD",3193781858,upload,,0.76,True,name_variant
4a2ada79-9c80-47ac-8bcd-9c128ca65ccf,666ce3ad-7c62-4218-a79d-7933a339d437,e10d5ede-6058-4b5c-948e-c188e0aa3a33,discharge_summary,Susan,Foster,1986-01-29,9856,666ce3ad-7c62-4218-a79d-7933a339d437,AUTH-2026-002579,"Dr. Hiroshi Wilson, MD",3536728018,upload,,0.87,True,none
9008ef2f-c2df-4123-a7e6-f34e89d961ac,8c7dff2d-96cc-489a-9a4c-4570b0fc791c,,discharge_summary,Carolyn,Alvarez,2017-06-22,1102,8c7dff2d-96cc-489a-9a4c-4570b0fc791c,,"Dr. Nancy Kim, DO",1527815609,electronic,,0.89,True,noise
7d75de62-2be7-4b88-8077-8403d2fd6b25,3c3bf3f8-9c1f-4051-bd43-b0cca00518b2,1d8907ae-9301-488e-b208-047bd75ff5fd,prior_auth_form,Charles,Collins,1996-11-14,0095,,AUTH-2026-000323,"Dr. Ahmed Kowalski, MD",1536963767,electronic,,0.92,True,none
6748605b-49b9-4021-b290-a78503837319,12b219b2-4abe-4937-8c3a-b3d78c5c02ef,,prior_auth_form,Rafael,Phillips,1996-11-06,8470,12b219b2-4abe-4937-8c3a-b3d78c5c02ef,,"Dr. Raj Clark, DO",5674802552,electronic,,1.0,True,none
550cb569-3a58-4c46-b037-14c2fd2724c5,2d5b81eb-24ba-4222-93a3-fb68a75bb96f,9a906fa2-8011-40ed-91c4-706e000da0b3,prior_auth_form,Luis,Obrien,1993-05-30,6566,2d5b81eb-24ba-4222-93a3-fb68a75bb96f,AUTH-2026-002410,"Dr. Maria Harris, MD",5779394735,fax,5563903558,0.99,True,name_variant
fabe06db-ecdf-47c9-816a-2e0348b49715,6745d4c5-d60f-4d8a-99c5-3f30104979fd,07017836-c788-4409-b0cf-a09bded7dfa9,prior_auth_form,Brian,Jones,1960-30-05,9566,6745d4c5-d60f-4d8a-99c5-3f30104979fd,,"Dr. Wei Tanaka, MD",7028450087,fax,8789022301,0.92,True,transposed_dob
606bd713-3c29-4a26-9705-fd791e2bb25e,8439c6bf-9545-4b2e-9d41-6915748c4d94,,clinical_note,Mary-Jo,Kelly,1988-16-01,7677,8439c6bf-9545-4b2e-9d41-6915748c4d94,,"Dr. William Ivanov, MD",7004420584,electronic,,0.83,True,transposed_dob
8f3b3a55-ac01-4d87-9806-b2246b0b669d,6f5e8d09-113d-4623-b8c4-423f43805996,,lab_result,Miguel,McDonald,1979-01-13,4627,6f5e8d09-113d-4623-b8c4-423f43805996,,"Dr. James Martinez, MD",3336044730,electronic,,0.82,True,none
15a9f7e2-2a56-4a2a-913f-6fd004cd1297,55720755-c11b-4f3e-a266-6f1eb7c5628e,,prior_auth_form,Destiny,Scott,1964-02-08,8177,55720755-c11b-4f3e-a266-6f1eb7c5628e,,"Dr. Richard Patel, MD",9015574546,fax,8458262642,0.77,True,transposed_dob
9678b680-0d10-44d1-a89a-334e82c472f8,6794334e-a7c6-4a4f-aa27-2e3cee8d23e6,c8b1d40b-3a1c-4451-98a0-7eddff561d05,prior_auth_form,Raj,Hall,1997-02-19,7306,6794334e-a7c6-4a4f-aa27-2e3cee8d23e6,AUTH-2026-000527,"Dr. Joseph White, MD",4495069054,electronic,,0.88,True,none
48cd92d4-67b5-413a-876b-8c9608392369,4dcd5971-df2d-4e0c-8c28-2f515fc626dc,caf47b47-f3b3-4b2f-95c5-b005bee83e8d,clinical_note,Helen,Alvarez,1996-11-11,6168,,AUTH-2026-000294,"Dr. Raj Martinez, MD",1008661237,electronic,,0.94,True,none
